Area,District,Shop,Location,Part Code,Description,Brand,Product Family,Quantity,Selling Price,Inventory Value,Stock Status,MRP,MOP,Current Discount %,Comments / Discount Guideline,Remark,Commented By,Comment Date,Comment Time,Last Updated
NORTH REGION NORTH  AREA,JAFFNA  DISTRICT,JAFFNA,REVERTCLOSE,FAN-C-NR,SINGER C/FAN 2 BOXES,SINGER,FANS,1,7999,7999,O,7999,3999,50.0%,"EOL - Upto 50%. For damaged units, a discount of up to 70% may be considered based on the condition",,,,,
NORTH REGION NORTH  AREA,JAFFNA  DISTRICT,JAFFNA,NORMAL,FAN-C-NR,SINGER C/FAN 2 BOXES,SINGER,FANS,1,7999,7999,O,7999,3999,50.0%,"EOL - Upto 50%. For damaged units, a discount of up to 70% may be considered based on the condition",,,,,
NORTH REGION NORTH  AREA,JAFFNA  DISTRICT,JAFFNA,CLEARANCE,FAN-C-NR,SINGER C/FAN 2 BOXES,SINGER,FANS,1,7999,7999,O,7999,3999,50.0%,"EOL - Upto 50%. For damaged units, a discount of up to 70% may be considered based on the condition",,,,,
NORTH REGION NORTH  AREA,JAFFNA  DISTRICT,CHAVAKACHCHERI,NORMAL,PCP15,101 6 8/101 6 8/10038-PRESTIGE POP 1.5 L ALUMINIUM COOKER,PRESTIGE,KITCHENAPP-PRESSURE COOKER,1,7999,7999,O,7999,0,0.0%,Provide additional 30% for display units and total upto 80% for damage units,,,,,
NORTH REGION NORTH  AREA,JAFFNA  DISTRICT,NELLIADY,DISPLAY,SIS253CU,SINGER STEAM IRON MOD-253 CU,SINGER,IRONS,1,7999,7999,L,7999,4799,40.0%,,,,,,
NORTH REGION WAYAMBA  AREA,CHILAW  DISTRICT,NATTANDIYA,DAMAGED,SIS253CU,SINGER STEAM IRON MOD-253 CU,SINGER,IRONS,1,7999,7999,L,7999,4799,40.0%,,Damaged - 85%,Mihini Perera,2026-08-19,15:40:13,2026-08-19T10:10:13.144Z
NORTH REGION WAYAMBA  AREA,CHILAW  DISTRICT,PUTTALAM,CLEARANCE,SL-SF1650T,SISIL PEDASTAL FANS,SISIL,FANS,1,7999,7999,O,7999,3999,50.0%,"EOL - Upto 50%. For damaged units, a discount of up to 70% may be considered based on the condition",,,,,
NORTH REGION WAYAMBA  AREA,CHILAW  DISTRICT,KULIYAPITIYA,REVERTCLOSE,FAN-C-NR,SINGER C/FAN 2 BOXES,SINGER,FANS,1,7999,7999,O,7999,3999,50.0%,"EOL - Upto 50%. For damaged units, a discount of up to 70% may be considered based on the condition",,,,,
NORTH REGION WAYAMBA  AREA,CHILAW  DISTRICT,KULIYAPITIYA,REVERTS,FAN-C-NR,SINGER C/FAN 2 BOXES,SINGER,FANS,1,7999,7999,O,7999,3999,50.0%,"EOL - Upto 50%. For damaged units, a discount of up to 70% may be considered based on the condition",,,,,
NORTH REGION WAYAMBA  AREA,CHILAW  DISTRICT,HETTIPOLA,DAMAGED,FAN-C-NR,SINGER C/FAN 2 BOXES,SINGER,FANS,1,7999,7999,O,7999,3999,50.0%,"EOL - Upto 50%. For damaged units, a discount of up to 70% may be considered based on the condition",,,,,
NORTH REGION WAYAMBA  AREA,KURUNEGALA  DISTRICT,IBBAGAMUWA,NORMAL,SIS253CU,SINGER STEAM IRON MOD-253 CU,SINGER,IRONS,1,7999,7999,L,7999,4799,40.0%,,,,,,
NORTH REGION WAYAMBA  AREA,KURUNEGALA  DISTRICT,POTHUHARA,DISPLAY,SIS253CU,SINGER STEAM IRON MOD-253 CU,SINGER,IRONS,1,7999,7999,L,7999,4799,40.0%,,,,,,
NORTH REGION WAYAMBA  AREA,MATALE DISTRICT,RATTOTA,DISPLAY,SIS253CU,SINGER STEAM IRON MOD-253 CU,SINGER,IRONS,1,7999,7999,L,7999,4799,40.0%,,,,,,
NORTH REGION WAYAMBA  AREA,NIKAWARATIYA DISTRICT,NIKAWARATIYA - B,DISPLAY,SIS253CU,SINGER STEAM IRON MOD-253 CU,SINGER,IRONS,1,7999,7999,L,7999,4799,40.0%,,,,,,
NORTH REGION WAYAMBA  AREA,CHILAW  DISTRICT,DUMMALASURIYA,DAMAGED,PF-JAVA-CT-BL-S,JAVA Coffee Table  - Black Color,SINGER,FURNITURE - PLASTIC,1,7999,7999,L,7999,0,0.0%,50% offered for L and O locations Based on the condition go further with 10% portions,,,,,
NORTH REGION WAYAMBA  AREA,CHILAW  DISTRICT,DUMMALASURIYA,DAMAGED,PF-JAVA-CT-BR-S,JAVA Coffee Table  - Brown Color,SINGER,FURNITURE - PLASTIC,1,7999,7999,L,7999,0,0.0%,50% offered for L and O locations Based on the condition go further with 10% portions,,,,,
NORTH REGION WAYAMBA  AREA,KURUNEGALA  DISTRICT,KURUNEGALA - D,FIO,HT-JOC,HANSTEEL JOC,HANSTEEL,FURNITURE -  OFFICE,1,7999,7999,O,7999,0,0.0%,50% offered for L and O locations Based on the condition go further with 10% portions,,,,,
OFFICE,OFFICE,SINGER BUSINESS SC M,DAMAGED,SIS253CU,SINGER STEAM IRON MOD-253 CU,SINGER,IRONS,1,7999,7999,L,7999,4799,40.0%,,,,,,
ON LINE BEKO STORE,ONLINE PICKUP STORE,ONLINE PICKUP STORE,NORMAL,SBS-484,SALTER 484 BATH SCALE 133KG X 500G,SALTER,SCALES,1,7999,7999,A,7999,7199,10.0%,Maximum 50% additional discount based on the condition.,,,,,
SERVICE CENTRE,SERVICE CENTER  DISTRICT,M/BICYCLE PELIYAGODA,EXCHANGE,SIS253CU,SINGER STEAM IRON MOD-253 CU,SINGER,IRONS,1,7999,7999,L,7999,4799,40.0%,,,,,,
SOUTH REGION COLOMBO  AREA SOUTH,AMBALANGODA  DISTRICT,AMBALANGODA,REVERTCLOSE,FAN-ND-16A,SINGER ADJUTABLE TABLE-STAND FAN ND,SINGER,FANS,1,7999,7999,O,7999,3999,50.0%,"EOL - Upto 50%. For damaged units, a discount of up to 70% may be considered based on the condition",,,,,
SOUTH REGION COLOMBO  AREA SOUTH,AMBALANGODA  DISTRICT,HIKKADUWA,DISPLAY,SIS253CU,SINGER STEAM IRON MOD-253 CU,SINGER,IRONS,1,7999,7999,L,7999,4799,40.0%,,,,,,
SOUTH REGION COLOMBO  AREA SOUTH,KALUTARA   DISTRICT,SHOMES-KALUTARA,NORMAL,SIS253CU,SINGER STEAM IRON MOD-253 CU,SINGER,IRONS,1,7999,7999,L,7999,4799,40.0%,,,,,,
SOUTH REGION COLOMBO  AREA SOUTH,KALUTARA   DISTRICT,SHOMES-KALUTARA,DISPLAY,SIS253CU,SINGER STEAM IRON MOD-253 CU,SINGER,IRONS,1,7999,7999,L,7999,4799,40.0%,,,,,,
SOUTH REGION COLOMBO  AREA SOUTH,PANADURA  DISTRICT,MORATUWA,DISPLAY,SIS253CU,SINGER STEAM IRON MOD-253 CU,SINGER,IRONS,1,7999,7999,L,7999,4799,40.0%,,,,,,
SOUTH REGION COLOMBO  AREA SOUTH,PANADURA  DISTRICT,PILIYANDALA,DISPLAY,MCT-302N-4,(433) DOOR/WINDOW DETECTOR,SINGER,SECURITY SYSTEMS,1,7999,7999,A,7999,0,0.0%,,,,,,
SOUTH REGION COLOMBO  AREA SOUTH,PANADURA  DISTRICT,PILIYANDALA,CLEARANCE,FAN-C-NR,SINGER C/FAN 2 BOXES,SINGER,FANS,1,7999,7999,O,7999,3999,50.0%,"EOL - Upto 50%. For damaged units, a discount of up to 70% may be considered based on the condition",,,,,
SOUTH REGION COLOMBO  AREA SOUTH,KALUTARA   DISTRICT,BADURALIYA,REVERTCLOSE,SL-SF1650T,SISIL PEDASTAL FANS,SISIL,FANS,1,7999,7999,O,7999,3999,50.0%,"EOL - Upto 50%. For damaged units, a discount of up to 70% may be considered based on the condition",,,,,
SOUTH REGION COLOMBO  AREA SOUTH,KALUTARA   DISTRICT,BUDGET SHOP-HORANA,CLEARANCE,SIS253CU,SINGER STEAM IRON MOD-253 CU,SINGER,IRONS,1,7999,7999,L,7999,4799,40.0%,,,,,,
SOUTH REGION COLOMBO AREA,SERVICE -COLOMBO METRO DISTRICT,SERVICE-COLOMBO,RTN HRC,SIS253CU,SINGER STEAM IRON MOD-253 CU,SINGER,IRONS,1,7999,7999,L,7999,4799,40.0%,,,,,,
SOUTH REGION COLOMBO METRO  AREA,MAHARAGAMA DISTRICT,HANWELLA,NORMAL,FAN-C-NR,SINGER C/FAN 2 BOXES,SINGER,FANS,1,7999,7999,O,7999,3999,50.0%,"EOL - Upto 50%. For damaged units, a discount of up to 70% may be considered based on the condition",,,,,
SOUTH REGION COLOMBO METRO  AREA,BAMBALAPITIYA  DISTRICT,DEHIWELA,NORMAL,SBS-484,SALTER 484 BATH SCALE 133KG X 500G,SALTER,SCALES,1,7999,7999,A,7999,7199,10.0%,Maximum 50% additional discount based on the condition.,,,,,
SOUTH REGION COLOMBO METRO  AREA,KADUWELA  DISTRICT,GOTHATUWA,DISPLAY,SIS253CU,SINGER STEAM IRON MOD-253 CU,SINGER,IRONS,1,7999,7999,L,7999,4799,40.0%,,,,,,
SOUTH REGION COLOMBO METRO  AREA,BAMBALAPITIYA  DISTRICT,WARD PLACE,NORMAL,FAN-C-NR,SINGER C/FAN 2 BOXES,SINGER,FANS,1,7999,7999,O,7999,3999,50.0%,"EOL - Upto 50%. For damaged units, a discount of up to 70% may be considered based on the condition",,,,,
SOUTH REGION COLOMBO METRO  AREA,MAHARAGAMA DISTRICT,HOMAGAMA - B,NORMAL,SBS-484,SALTER 484 BATH SCALE 133KG X 500G,SALTER,SCALES,1,7999,7999,A,7999,7199,10.0%,Maximum 50% additional discount based on the condition.,,,,,
SOUTH REGION COLOMBO METRO  AREA,BORELLA  DISTRICT,BUDGET-SHOP UDAHAMUL,CLEARANCE,PF-JAVA-CT-BL-S,JAVA Coffee Table  - Black Color,SINGER,FURNITURE - PLASTIC,1,7999,7999,L,7999,0,0.0%,50% offered for L and O locations Based on the condition go further with 10% portions,,,,,
SOUTH REGION COLOMBO METRO  AREA,KADUWELA  DISTRICT,DELGODA,REVERTS,SIS253CU,SINGER STEAM IRON MOD-253 CU,SINGER,IRONS,1,7999,7999,L,7999,4799,40.0%,,,,,,
SOUTH REGION COLOMBO METRO  AREA,MAHARAGAMA DISTRICT,MAHARAGAMA,DAMAGED,SBS-484,SALTER 484 BATH SCALE 133KG X 500G,SALTER,SCALES,1,7999,7999,A,7999,7199,10.0%,Maximum 50% additional discount based on the condition.,,,,,
SOUTH REGION COLOMBO METRO  AREA,BAMBALAPITIYA  DISTRICT,UNION PLACE,NORMAL,MID-MT-RP2L09W,MIDEA POP-UP TOASTER â€“ MT-RP2L09W,MIDEA,KITCHENAPP -SMALL KITCHEN APPLIANCE,1,7999,7999,A,7999,6999,13.0%,Provide additional 30% for display units and total upto 80% for damage units,,,,,
SOUTH REGION COLOMBO METRO  AREA,BAMBALAPITIYA  DISTRICT,UNION PLACE,NORMAL,SIS253CU,SINGER STEAM IRON MOD-253 CU,SINGER,IRONS,1,7999,7999,L,7999,4799,40.0%,,,,,,
SOUTH REGION SABARAGAMUWA   AREA,KEGALLE  DISTRICT,KOTIYAKUMBURA,DEFECTIVE,SIS253CU,SINGER STEAM IRON MOD-253 CU,SINGER,IRONS,1,7999,7999,L,7999,4799,40.0%,,,,,,
SOUTH REGION SABARAGAMUWA   AREA,KEGALLE  DISTRICT,KEGALLE,DISPLAY,SIS253CU,SINGER STEAM IRON MOD-253 CU,SINGER,IRONS,1,7999,7999,L,7999,4799,40.0%,,,,,,
SOUTH REGION SABARAGAMUWA   AREA,RATHNAPURA  DISTRICT,RATHNAPURA B,DISPLAY,SBS-484,SALTER 484 BATH SCALE 133KG X 500G,SALTER,SCALES,1,7999,7999,A,7999,7199,10.0%,Maximum 50% additional discount based on the condition.,,,,,
SOUTH REGION SABARAGAMUWA   AREA,EMBILIPITIYA  DISTRICT,BALANGODA - B,DISPLAY,PF-JAVA-CT-BL-S,JAVA Coffee Table  - Black Color,SINGER,FURNITURE - PLASTIC,1,7999,7999,L,7999,0,0.0%,50% offered for L and O locations Based on the condition go further with 10% portions,60%,Punesha,2026-08-18,13:47:00,2026-08-18T08:17:00.571Z
SOUTH REGION SABARAGAMUWA   AREA,EMBILIPITIYA  DISTRICT,EMBILIPITI NEW  TOWN,NORMAL,SIS253CU,SINGER STEAM IRON MOD-253 CU,SINGER,IRONS,1,7999,7999,L,7999,4799,40.0%,,,,,,
SOUTH REGION SABARAGAMUWA   AREA,EMBILIPITIYA  DISTRICT,EMBILIPITI NEW  TOWN,DISPLAY,PF-JAVA-CT-BL-S,JAVA Coffee Table  - Black Color,SINGER,FURNITURE - PLASTIC,1,7999,7999,L,7999,0,0.0%,50% offered for L and O locations Based on the condition go further with 10% portions,,,,,
SOUTH REGION SABARAGAMUWA   AREA,EMBILIPITIYA  DISTRICT,EMBILIPITI NEW  TOWN,DISPLAY,PF-JAVA-CT-BR-S,JAVA Coffee Table  - Brown Color,SINGER,FURNITURE - PLASTIC,1,7999,7999,L,7999,0,0.0%,50% offered for L and O locations Based on the condition go further with 10% portions,,,,,
SOUTH REGION SOUTH  AREA,AKURESSA  DISTRICT,AKURESSA,DISPLAY,SIS253CU,SINGER STEAM IRON MOD-253 CU,SINGER,IRONS,1,7999,7999,L,7999,4799,40.0%,,,,,,
SOUTH REGION SOUTH  AREA,AKURESSA  DISTRICT,PITABEDDARA,NORMAL,FAN-C-NR,SINGER C/FAN 2 BOXES,SINGER,FANS,1,7999,7999,O,7999,3999,50.0%,"EOL - Upto 50%. For damaged units, a discount of up to 70% may be considered based on the condition",,,,,
SOUTH REGION SOUTH  AREA,AKURESSA  DISTRICT,DENIYAYA,DAMAGED,FAN-C-NR,SINGER C/FAN 2 BOXES,SINGER,FANS,1,7999,7999,O,7999,3999,50.0%,"EOL - Upto 50%. For damaged units, a discount of up to 70% may be considered based on the condition",,,,,
SOUTH REGION SOUTH  AREA,AKURESSA  DISTRICT,URUBOKKA,DISPLAY,PF-JAVA-CT-BR-S,JAVA Coffee Table  - Brown Color,SINGER,FURNITURE - PLASTIC,1,7999,7999,L,7999,0,0.0%,50% offered for L and O locations Based on the condition go further with 10% portions,,,,,
SOUTH REGION SOUTH  AREA,GALLE  DISTRICT,GALLE - C,NORMAL,SIS253CU,SINGER STEAM IRON MOD-253 CU,SINGER,IRONS,1,7999,7999,L,7999,4799,40.0%,,,,,,
SOUTH REGION SOUTH  AREA,GALLE  DISTRICT,BADDEGAMA,DISPLAY,SIS253CU,SINGER STEAM IRON MOD-253 CU,SINGER,IRONS,1,7999,7999,L,7999,4799,40.0%,,,,,,
SOUTH REGION SOUTH  AREA,MATARA  DISTRICT,HAKMANA,DISPLAY,PF-JAVA-CT-BL-S,JAVA Coffee Table  - Black Color,SINGER,FURNITURE - PLASTIC,1,7999,7999,L,7999,0,0.0%,50% offered for L and O locations Based on the condition go further with 10% portions,,,,,
SOUTH REGION SOUTH  AREA,MATARA  DISTRICT,WEERAKETIYA,REVERTS,SL-SF1650T,SISIL PEDASTAL FANS,SISIL,FANS,1,7999,7999,O,7999,3999,50.0%,"EOL - Upto 50%. For damaged units, a discount of up to 70% may be considered based on the condition",,,,,
SOUTH REGION SOUTH  AREA,HAMBANTOTA   DISTRICT,THANAMALWILA,NORMAL,FAN-C-NR,SINGER C/FAN 2 BOXES,SINGER,FANS,1,7999,7999,O,7999,3999,50.0%,"EOL - Upto 50%. For damaged units, a discount of up to 70% may be considered based on the condition",,,,,
SOUTH REGION SOUTH & SABARAGAMUWA AREA,SERVICE -ALUTHGAMA DISTRICT,SERVICE-ALUTHGAMA,RTN HRC,SIS253CU,SINGER STEAM IRON MOD-253 CU,SINGER,IRONS,1,7999,7999,L,7999,4799,40.0%,,,,,,
SOUTH REGION UVA  AREA,BADULLA  DISTRICT,BANDARAWELA B,DISPLAY,SIS253CU,SINGER STEAM IRON MOD-253 CU,SINGER,IRONS,1,7999,7999,L,7999,4799,40.0%,,,,,,
SOUTH REGION UVA  AREA,BADULLA  DISTRICT,BADULLA B,NORMAL,MID-MT-RP2L09W,MIDEA POP-UP TOASTER â€“ MT-RP2L09W,MIDEA,KITCHENAPP -SMALL KITCHEN APPLIANCE,1,7999,7999,A,7999,6999,13.0%,Provide additional 30% for display units and total upto 80% for damage units,,,,,
SOUTH REGION UVA  AREA,BADULLA  DISTRICT,BADULLA B,DISPLAY,PCP15,101 6 8/101 6 8/10038-PRESTIGE POP 1.5 L ALUMINIUM COOKER,PRESTIGE,KITCHENAPP-PRESSURE COOKER,1,7999,7999,O,7999,0,0.0%,Provide additional 30% for display units and total upto 80% for damage units,,,,,
SOUTH REGION UVA  AREA,BADULLA  DISTRICT,HALI-ELA,DISPLAY,SBS-484,SALTER 484 BATH SCALE 133KG X 500G,SALTER,SCALES,1,7999,7999,A,7999,7199,10.0%,Maximum 50% additional discount based on the condition.,,,,,
SOUTH REGION UVA  AREA,BADULLA  DISTRICT,BANDARAWELA,DISPLAY,SIS253CU,SINGER STEAM IRON MOD-253 CU,SINGER,IRONS,1,7999,7999,L,7999,4799,40.0%,,,,,,
SOUTH REGION UVA  AREA,BADULLA  DISTRICT,BANDARAWELA,NORMAL,SIS253CU,SINGER STEAM IRON MOD-253 CU,SINGER,IRONS,1,7999,7999,L,7999,4799,40.0%,,,,,,
SOUTH REGION UVA  AREA,MONARAGALA  DISTRICT,BADALKUMBURA,DISPLAY,SL-SF1650T,SISIL PEDASTAL FANS,SISIL,FANS,1,7999,7999,O,7999,3999,50.0%,"EOL - Upto 50%. For damaged units, a discount of up to 70% may be considered based on the condition",,,,,
SOUTH REGION UVA  AREA,BADULLA  DISTRICT,BADULLA - C,RTNWH,FAN-C-NR,SINGER C/FAN 2 BOXES,SINGER,FANS,1,7999,7999,O,7999,3999,50.0%,"EOL - Upto 50%. For damaged units, a discount of up to 70% may be considered based on the condition",,,,,
SOUTH REGION UVA  AREA,MONARAGALA  DISTRICT,MONARAGALA - B,NORMAL,PF-JAVA-CT-BL-S,JAVA Coffee Table  - Black Color,SINGER,FURNITURE - PLASTIC,1,7999,7999,L,7999,0,0.0%,50% offered for L and O locations Based on the condition go further with 10% portions,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,HOKANDARA WH REPAIR,NORMAL,SL-SF1650T,SISIL PEDASTAL FANS,SISIL,FANS,1,7999,7999,O,7999,3999,50.0%,"EOL - Upto 50%. For damaged units, a discount of up to 70% may be considered based on the condition",,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,HOKANDARA WH REPAIR,REVERTCLOSE,SL-SF1650T,SISIL PEDASTAL FANS,SISIL,FANS,1,7999,7999,O,7999,3999,50.0%,"EOL - Upto 50%. For damaged units, a discount of up to 70% may be considered based on the condition",,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,HOKANDARA WH REPAIR,DAMAGED,SL-SF1650T,SISIL PEDASTAL FANS,SISIL,FANS,1,7999,7999,O,7999,3999,50.0%,"EOL - Upto 50%. For damaged units, a discount of up to 70% may be considered based on the condition",,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,HOKANDARA WH REPAIR,NORMAL,SIS253CU,SINGER STEAM IRON MOD-253 CU,SINGER,IRONS,1,7999,7999,L,7999,4799,40.0%,,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,HOKANDARA WH REPAIR,SCRAP,SIS253CU,SINGER STEAM IRON MOD-253 CU,SINGER,IRONS,1,7999,7999,L,7999,4799,40.0%,,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,HOKANDARA WH REPAIR,CLEARANCE,FAN-ND-16A,SINGER ADJUTABLE TABLE-STAND FAN ND,SINGER,FANS,1,7999,7999,O,7999,3999,50.0%,"EOL - Upto 50%. For damaged units, a discount of up to 70% may be considered based on the condition",,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,MAIN WAREHOUSE,COURT,SIS253CU,SINGER STEAM IRON MOD-253 CU,SINGER,IRONS,1,7999,7999,L,7999,4799,40.0%,,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,L & L,INUSE,FAN-C-NR,SINGER C/FAN 2 BOXES,SINGER,FANS,1,7999,7999,O,7999,3999,50.0%,"EOL - Upto 50%. For damaged units, a discount of up to 70% may be considered based on the condition",,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,L & L,INUSE,SIS253CU,SINGER STEAM IRON MOD-253 CU,SINGER,IRONS,1,7999,7999,L,7999,4799,40.0%,,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,ADVANTIS MWH-EKALA,CARTON DAMAGED,SIS253CU,SINGER STEAM IRON MOD-253 CU,SINGER,IRONS,1,7999,7999,L,7999,4799,40.0%,,,,,,
CONSIGNMENT WEB,CONSIGNMENT WEB,E-Commerce  Partner,NORMAL,SIN-RFC-0836,SINGER TRIMMER,SINGER,PERSONAL CARE,2,3999,7998,A,3999,0,0.0%,Provide additional 30% for display units and total upto 80% for damage units,,,,,
DUTY FREE,DUTY FREE,DUTY FREE,NORMAL,NCPDG-OT250,36301-OMEGA DELUXE GRANITE-OMNITAWA 250MM,PRESTIGE,KITCHENAPP - NON STICK COOKWARE,2,3999,7998,O,3999,3199,20.0%,Provide additional 30% for display units and total upto 80% for damage units,,,,,
MEGA COLOMBO METRO  ZONE,MEGA COLOMBO METRO ZONE- DISTRICT,MEGA - SHANGRI-LA,NORMAL,NCPDG-OT250,36301-OMEGA DELUXE GRANITE-OMNITAWA 250MM,PRESTIGE,KITCHENAPP - NON STICK COOKWARE,2,3999,7998,O,3999,3199,20.0%,Provide additional 30% for display units and total upto 80% for damage units,,,,,
MEGA NORTH ZONE,MEGA NORTH ZONE- DISTRICT,MEGA -MALABE,NORMAL,IWH-2500WL,2500W (L)  Immersion Water Heater,MEGA HEATER,KITCHENAPP-IMMERSION WATER HEATER,2,3999,7998,O,3999,2000,50.0%,Provide additional 30% for display units and total upto 80% for damage units,,,,,
NORTH REGION CENTRAL  AREA,DIGANA DISTRICT,WATTEGAMA,NORMAL,NCPDG-OT250,36301-OMEGA DELUXE GRANITE-OMNITAWA 250MM,PRESTIGE,KITCHENAPP - NON STICK COOKWARE,2,3999,7998,O,3999,3199,20.0%,Provide additional 30% for display units and total upto 80% for damage units,,,,,
NORTH REGION CENTRAL  AREA,GAMPOLA  DISTRICT,GAMPOLA,NORMAL,IWH-2500WL,2500W (L)  Immersion Water Heater,MEGA HEATER,KITCHENAPP-IMMERSION WATER HEATER,2,3999,7998,O,3999,2000,50.0%,Provide additional 30% for display units and total upto 80% for damage units,,,,,
NORTH REGION COLOMBO  AREA NORTH,KADAWATHA  DISTRICT,WELIVERIYA,DISPLAY,IWH-2500WL,2500W (L)  Immersion Water Heater,MEGA HEATER,KITCHENAPP-IMMERSION WATER HEATER,2,3999,7998,O,3999,2000,50.0%,Provide additional 30% for display units and total upto 80% for damage units,,,,,
NORTH REGION COLOMBO  AREA NORTH,PELIYAGODA  DISTRICT,KANDANA,NORMAL,NCPDG-OT250,36301-OMEGA DELUXE GRANITE-OMNITAWA 250MM,PRESTIGE,KITCHENAPP - NON STICK COOKWARE,2,3999,7998,O,3999,3199,20.0%,Provide additional 30% for display units and total upto 80% for damage units,,,,,
NORTH REGION COLOMBO  AREA NORTH,PELIYAGODA  DISTRICT,MINUWANGODA,DISPLAY,IWH-2500WL,2500W (L)  Immersion Water Heater,MEGA HEATER,KITCHENAPP-IMMERSION WATER HEATER,2,3999,7998,O,3999,2000,50.0%,Provide additional 30% for display units and total upto 80% for damage units,,,,,
NORTH REGION NORTH  AREA,ANURADHAPURA  DISTRICT,ANURADHAPURA A,NORMAL,IWH-2500WL,2500W (L)  Immersion Water Heater,MEGA HEATER,KITCHENAPP-IMMERSION WATER HEATER,2,3999,7998,O,3999,2000,50.0%,Provide additional 30% for display units and total upto 80% for damage units,,,,,
ON LINE BEKO STORE,ONLINE PICKUP STORE,ONLINE PICKUP STORE,NORMAL,IWH-2500WL,2500W (L)  Immersion Water Heater,MEGA HEATER,KITCHENAPP-IMMERSION WATER HEATER,2,3999,7998,O,3999,2000,50.0%,Provide additional 30% for display units and total upto 80% for damage units,,,,,
ON LINE BEKO STORE,ONLINE PICKUP STORE,ONLINE PICKUP STORE,NORMAL,PF-BREEZ-PY-S,BREEZ PLASTIC CHAIR - PYTHON COLOR,SINGER,FURNITURE-PLASTIC - PHOENIX,2,3999,7998,A,3999,0,0.0%,"active location extra 10%, increase based on the condition",,,,,
SOUTH REGION COLOMBO  AREA SOUTH,KALUTARA   DISTRICT,AGALAWATTA,NORMAL,IWH-2500WL,2500W (L)  Immersion Water Heater,MEGA HEATER,KITCHENAPP-IMMERSION WATER HEATER,2,3999,7998,O,3999,2000,50.0%,Provide additional 30% for display units and total upto 80% for damage units,,,,,
SOUTH REGION COLOMBO METRO  AREA,MAHARAGAMA DISTRICT,MAHARAGAMA B,NORMAL,IWH-2500WL,2500W (L)  Immersion Water Heater,MEGA HEATER,KITCHENAPP-IMMERSION WATER HEATER,2,3999,7998,O,3999,2000,50.0%,Provide additional 30% for display units and total upto 80% for damage units,,,,,
SOUTH REGION SABARAGAMUWA   AREA,RATHNAPURA  DISTRICT,EHELIYAGODA,NORMAL,IWH-2500WL,2500W (L)  Immersion Water Heater,MEGA HEATER,KITCHENAPP-IMMERSION WATER HEATER,2,3999,7998,O,3999,2000,50.0%,Provide additional 30% for display units and total upto 80% for damage units,,,,,
SOUTH REGION SOUTH  AREA,MATARA  DISTRICT,MATARA-B,NORMAL,IWH-2500WL,2500W (L)  Immersion Water Heater,MEGA HEATER,KITCHENAPP-IMMERSION WATER HEATER,2,3999,7998,O,3999,2000,50.0%,Provide additional 30% for display units and total upto 80% for damage units,,,,,
SOUTH REGION UVA  AREA,BADULLA  DISTRICT,BADULLA B,NORMAL,IWH-2500WL,2500W (L)  Immersion Water Heater,MEGA HEATER,KITCHENAPP-IMMERSION WATER HEATER,2,3999,7998,O,3999,2000,50.0%,Provide additional 30% for display units and total upto 80% for damage units,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,HOKANDARA WH REPAIR,TRANSIT,SIN-RFC-0836,SINGER TRIMMER,SINGER,PERSONAL CARE,2,3999,7998,A,3999,0,0.0%,Provide additional 30% for display units and total upto 80% for damage units,,,,,
NORTH REGION EAST AREA,POLONNARUWA   DISTRICT,KADURUWELA,DAMAGED,CLOTHLINE-35PVC,RETRACTABLE CLOTH LINE FOR W/MACHIN,GENERAL MERCHANDISE,WASHING MACHINE ACCESSORIES,4,1999,7996,A,1999,0,0.0%,,,,,,
NORTH REGION EAST AREA,AMPARA   DISTRICT,AMPARA,NORMAL,CLOTHLINE-35PVC,RETRACTABLE CLOTH LINE FOR W/MACHIN,GENERAL MERCHANDISE,WASHING MACHINE ACCESSORIES,4,1999,7996,A,1999,0,0.0%,,,,,,
NORTH REGION NORTH  AREA,MEDAWACHCHIYA  DISTRICT,MEDAWACHCHIYA,NORMAL,CLOTHLINE-35PVC,RETRACTABLE CLOTH LINE FOR W/MACHIN,GENERAL MERCHANDISE,WASHING MACHINE ACCESSORIES,4,1999,7996,A,1999,0,0.0%,,,,,,
NORTH REGION NORTH  AREA,JAFFNA  DISTRICT,POINT PEDRO,NORMAL,CLOTHLINE-35PVC,RETRACTABLE CLOTH LINE FOR W/MACHIN,GENERAL MERCHANDISE,WASHING MACHINE ACCESSORIES,4,1999,7996,A,1999,0,0.0%,,,,,,
NORTH REGION WAYAMBA  AREA,KURUNEGALA  DISTRICT,MAWATHAGAMA,NORMAL,CLOTHLINE-35PVC,RETRACTABLE CLOTH LINE FOR W/MACHIN,GENERAL MERCHANDISE,WASHING MACHINE ACCESSORIES,4,1999,7996,A,1999,0,0.0%,,,,,,
